category,material_tier,size,labor_hours,complexity_score,quality_score,market_saturation,hourly_wage,material_cost,price
Pottery,Economy,Medium,7.2,5.16,96.4,0.36,133.0,96.0,2207.0
Woodwork,Economy,Medium,10.2,5.75,69.1,0.475,119.3,320.0,2858.0
Jewelry,Standard,Small,6.9,7.21,87.5,0.814,76.9,483.0,2147.0
Painting,Economy,Large,34.0,3.03,57.6,0.266,91.4,320.0,6164.0
Metalware,Economy,Medium,18.8,7.17,69.7,0.698,88.4,400.0,3648.0
Painting,Standard,Large,3.1,5.79,67.2,0.224,139.3,460.0,1937.0
BambooCane,Economy,Medium,8.1,4.6,79.7,0.183,107.1,120.0,1922.0
Painting,Economy,Medium,13.5,5.42,88.6,0.365,79.1,200.0,3037.0
BambooCane,Economy,Medium,5.0,4.6,94.6,0.782,119.6,120.0,1069.0
Woodwork,Standard,Large,9.4,4.61,76.9,0.463,128.5,736.0,3557.0
Textile,Economy,Small,7.5,2.26,72.2,0.431,60.4,196.0,889.0
BambooCane,Standard,Small,5.4,2.5,64.1,0.489,74.1,120.7,855.0
Textile,Economy,Large,4.9,2.33,65.8,0.766,90.8,448.0,1017.0
Pottery,Economy,Large,4.4,7.5,81.3,0.506,88.3,153.6,1052.0
Painting,Standard,Large,5.0,2.05,62.6,0.15,142.3,460.0,1848.0
Woodwork,Economy,Medium,11.8,6.58,47.0,0.796,63.8,320.0,1487.0
Jewelry,Economy,Small,3.2,6.83,75.2,0.151,84.8,336.0,1545.0
BambooCane,Economy,Small,4.3,3.85,84.2,0.283,132.5,84.0,1327.0
Metalware,Premium,Medium,1.5,1.99,72.5,0.611,73.4,900.0,1439.0
Woodwork,Standard,Medium,4.3,6.66,65.0,0.539,136.5,460.0,2139.0
Metalware,Standard,Medium,10.0,4.78,70.5,0.708,85.0,575.0,2098.0
Painting,Standard,Medium,10.4,0.66,67.0,0.424,130.8,287.5,2134.0
Leatherwork,Economy,Small,10.6,4.59,60.9,0.566,92.6,252.0,1840.0
Woodwork,Premium,Medium,17.0,0.92,83.8,0.711,97.1,720.0,3185.0
Metalware,Standard,Medium,2.8,2.74,91.3,0.823,69.9,575.0,1170.0
Metalware,Economy,Medium,8.5,1.8,100.0,0.443,86.9,400.0,2005.0
Metalware,Premium,Small,2.4,8.17,40.8,0.386,147.3,630.0,2019.0
Textile,Premium,Large,3.1,3.97,72.8,0.542,82.9,1008.0,1659.0
Woodwork,Economy,Large,3.1,4.76,66.1,0.882,111.5,512.0,1041.0
Woodwork,Economy,Medium,16.4,2.5,64.3,0.426,72.5,320.0,2381.0
Textile,Economy,Large,33.3,3.48,88.6,0.355,148.4,448.0,10878.0
Painting,Standard,Small,11.5,5.63,91.0,0.798,137.8,201.2,2994.0
Leatherwork,Standard,Medium,15.1,2.56,64.4,0.424,116.9,517.5,3605.0
Woodwork,Standard,Large,6.5,4.35,72.8,0.196,66.0,736.0,2301.0
Woodwork,Standard,Small,11.5,2.51,70.5,0.627,121.6,322.0,2641.0
BambooCane,Standard,Small,13.9,6.15,80.0,0.85,145.3,120.7,3271.0
Jewelry,Standard,Large,11.8,4.1,77.4,0.454,97.4,1104.0,4103.0
Woodwork,Standard,Small,12.2,2.78,76.8,0.542,68.8,322.0,1828.0
Jewelry,Economy,Large,7.2,3.28,66.4,0.615,91.2,768.0,2064.0
Metalware,Standard,Small,7.0,3.61,86.3,0.735,145.8,402.5,2437.0
Jewelry,Economy,Medium,3.3,2.59,48.0,0.853,78.6,480.0,858.0
Woodwork,Standard,Small,17.6,5.79,70.5,0.207,129.1,322.0,5273.0
Pottery,Premium,Large,9.2,2.27,90.8,0.89,114.9,345.6,1739.0
Leatherwork,Standard,Large,9.5,3.84,77.2,0.362,63.3,828.0,2245.0
Woodwork,Standard,Small,2.4,2.84,80.4,0.399,88.5,322.0,866.0
Woodwork,Standard,Large,4.3,5.24,69.7,0.621,117.2,736.0,2326.0
Woodwork,Premium,Small,8.1,5.19,82.1,0.212,95.8,504.0,2928.0
Painting,Economy,Small,10.7,6.59,82.7,0.332,146.1,140.0,3920.0
BambooCane,Premium,Medium,26.5,2.04,63.6,0.207,133.6,270.0,6577.0
Metalware,Standard,Small,6.8,4.17,74.0,0.613,133.6,402.5,2358.0
Jewelry,Standard,Medium,14.6,2.32,51.1,0.716,76.0,690.0,1986.0
Painting,Standard,Medium,18.3,3.71,51.8,0.375,118.1,287.5,3561.0
Woodwork,Economy,Small,4.9,5.95,81.7,0.715,80.8,224.0,1130.0
Painting,Standard,Large,4.9,1.13,82.2,0.228,93.9,460.0,1428.0
Textile,Standard,Medium,6.2,1.56,55.8,0.818,134.4,402.5,1377.0
Textile,Standard,Large,13.5,5.93,80.1,0.618,142.8,644.0,4377.0
Metalware,Economy,Large,3.5,6.49,68.7,0.846,137.0,640.0,1899.0
Pottery,Economy,Small,8.0,4.63,83.4,0.495,83.6,67.2,1194.0
BambooCane,Standard,Large,9.4,4.25,76.4,0.856,68.4,276.0,1455.0
Metalware,Standard,Medium,4.9,5.41,62.9,0.612,113.4,575.0,1954.0
Leatherwork,Standard,Large,3.8,2.57,60.7,0.327,61.2,828.0,1605.0
Woodwork,Standard,Medium,3.1,1.7,79.8,0.557,131.5,460.0,1288.0
BambooCane,Standard,Large,6.1,3.19,70.1,0.211,94.0,276.0,1612.0
Woodwork,Economy,Large,3.8,2.23,41.8,0.549,84.1,512.0,842.0
BambooCane,Economy,Medium,1.3,3.43,84.3,0.239,86.8,120.0,435.0
Painting,Economy,Medium,9.1,5.63,58.9,0.449,149.8,200.0,2578.0
Pottery,Economy,Small,12.6,5.59,68.4,0.687,80.2,67.2,1690.0
Woodwork,Economy,Medium,18.8,0.95,79.2,0.58,130.9,320.0,3923.0
Metalware,Economy,Large,5.2,2.38,69.5,0.215,116.5,640.0,2191.0
Metalware,Premium,Medium,4.8,4.86,59.2,0.557,76.9,900.0,2105.0
Metalware,Standard,Large,12.3,1.24,79.6,0.416,134.1,920.0,4237.0
Metalware,Economy,Small,4.4,3.77,70.5,0.768,69.0,280.0,841.0
Textile,Economy,Medium,12.1,4.96,62.7,0.661,79.5,280.0,1991.0
Pottery,Economy,Small,8.6,6.76,56.1,0.485,140.2,67.2,2376.0
BambooCane,Standard,Large,5.7,6.09,76.0,0.298,118.5,276.0,2006.0
Woodwork,Economy,Small,5.9,0.75,84.8,0.64,122.5,224.0,1293.0
Pottery,Premium,Small,1.1,2.17,88.6,0.258,68.9,151.2,371.0
Textile,Standard,Medium,6.5,6.55,87.9,0.439,145.0,402.5,2972.0
Textile,Economy,Large,11.6,3.64,85.3,0.419,133.1,448.0,3482.0
Woodwork,Economy,Medium,1.9,2.67,54.7,0.273,98.2,320.0,741.0
Jewelry,Economy,Small,22.7,4.68,59.7,0.175,133.4,336.0,6467.0
Textile,Economy,Small,16.4,5.09,90.3,0.555,123.5,196.0,4379.0
BambooCane,Premium,Medium,20.0,4.6,64.3,0.719,60.0,270.0,2165.0
Pottery,Premium,Medium,5.2,2.36,85.5,0.725,148.8,216.0,1270.0
Woodwork,Standard,Medium,11.7,3.54,61.6,0.31,118.2,460.0,3001.0
Leatherwork,Premium,Medium,2.4,4.18,65.2,0.455,137.4,810.0,2216.0
Painting,Economy,Small,11.4,2.85,68.7,0.65,94.2,140.0,1484.0
Textile,Premium,Medium,3.9,4.69,62.9,0.414,98.2,630.0,1949.0
Metalware,Economy,Small,7.0,4.65,82.3,0.139,97.4,280.0,1915.0
Painting,Premium,Medium,1.0,3.86,74.1,0.185,119.4,450.0,1250.0
Pottery,Economy,Medium,5.8,4.04,61.8,0.558,147.4,96.0,1311.0
BambooCane,Standard,Medium,6.1,3.36,62.6,0.843,107.5,172.5,1184.0
Leatherwork,Economy,Large,1.9,3.37,89.3,0.123,92.4,576.0,1358.0
BambooCane,Premium,Small,16.2,4.94,76.5,0.205,98.3,189.0,3680.0
Pottery,Standard,Large,9.4,2.25,84.8,0.848,80.9,220.8,1178.0
Painting,Standard,Small,13.1,4.38,83.3,0.812,69.9,201.2,1692.0
Textile,Standard,Large,4.0,3.15,94.6,0.298,104.6,644.0,1987.0
Leatherwork,Standard,Small,10.3,5.32,32.2,0.419,109.0,362.2,2671.0
Pottery,Economy,Small,9.0,3.02,85.8,0.646,80.1,67.2,1267.0
Metalware,Economy,Medium,11.0,1.0,55.1,0.819,107.2,400.0,1585.0
Jewelry,Economy,Medium,16.9,5.04,76.0,0.63,136.5,480.0,4768.0
Painting,Economy,Small,16.3,3.55,81.4,0.308,106.5,140.0,3582.0
Woodwork,Economy,Medium,5.2,4.76,82.0,0.481,112.5,320.0,1884.0
Painting,Economy,Medium,19.4,8.06,77.7,0.845,126.0,200.0,5316.0
Pottery,Economy,Medium,16.2,3.66,49.4,0.481,114.1,96.0,2999.0
Woodwork,Standard,Small,20.6,4.65,93.6,0.237,127.1,322.0,6358.0
Leatherwork,Standard,Large,11.0,4.11,98.4,0.56,147.5,828.0,5002.0
Pottery,Premium,Small,6.4,0.53,62.1,0.144,88.5,151.2,1099.0
Woodwork,Economy,Medium,3.8,3.85,87.1,0.323,97.1,320.0,1485.0
Pottery,Standard,Medium,5.0,3.9,73.1,0.286,137.7,138.0,1573.0
Painting,Economy,Medium,6.5,2.94,74.7,0.616,119.6,200.0,1282.0
Woodwork,Standard,Small,5.0,2.82,82.5,0.59,141.8,322.0,1687.0
Painting,Standard,Small,6.8,3.55,73.3,0.168,127.0,201.2,2325.0
Painting,Economy,Medium,7.7,5.93,69.0,0.18,136.8,200.0,2536.0
Pottery,Premium,Medium,7.2,6.36,63.1,0.798,128.8,216.0,1982.0
Textile,Economy,Medium,7.0,1.16,57.9,0.229,73.2,280.0,1100.0
Textile,Standard,Medium,3.1,1.64,78.8,0.606,133.7,402.5,1130.0
Jewelry,Economy,Medium,12.6,1.3,80.2,0.351,74.8,480.0,2294.0
Leatherwork,Economy,Medium,10.0,6.51,54.2,0.839,149.1,360.0,2649.0
Metalware,Premium,Small,19.3,0.74,60.4,0.24,147.5,630.0,4999.0
Metalware,Premium,Small,12.1,4.38,79.9,0.497,95.9,630.0,3147.0
Pottery,Premium,Medium,15.6,1.49,71.4,0.872,135.5,216.0,2627.0
Textile,Premium,Large,5.9,2.5,58.7,0.371,114.6,1008.0,1993.0
Jewelry,Standard,Small,33.0,1.19,89.3,0.526,64.0,483.0,3882.0
Leatherwork,Economy,Large,3.0,3.26,80.0,0.769,136.4,576.0,1550.0
Textile,Standard,Medium,9.7,1.09,68.4,0.219,98.5,402.5,2058.0
Textile,Premium,Medium,10.6,2.15,51.7,0.229,141.8,630.0,3303.0
Metalware,Economy,Medium,8.7,8.31,90.4,0.126,98.6,400.0,3665.0
Metalware,Standard,Medium,9.2,4.75,73.6,0.203,115.1,575.0,2882.0
Jewelry,Premium,Medium,6.8,3.76,77.6,0.765,91.5,1080.0,2606.0
BambooCane,Standard,Medium,7.2,3.14,69.5,0.241,101.9,172.5,1453.0
Pottery,Premium,Small,8.1,6.34,79.1,0.33,102.3,151.2,2260.0
Metalware,Economy,Small,9.7,2.13,85.6,0.051,143.6,280.0,3061.0
Textile,Economy,Small,10.1,1.69,86.4,0.747,66.9,196.0,1161.0
Painting,Standard,Medium,4.0,3.45,67.3,0.166,101.3,287.5,1261.0
Jewelry,Standard,Small,8.7,6.08,92.6,0.856,141.4,483.0,2923.0
Pottery,Premium,Small,13.0,5.19,63.7,0.651,61.7,151.2,1652.0
Metalware,Standard,Medium,12.2,7.02,86.0,0.493,85.9,575.0,3376.0
Leatherwork,Economy,Large,15.5,7.86,83.0,0.448,85.3,576.0,4861.0
Textile,Economy,Medium,8.6,2.93,76.7,0.661,113.7,280.0,2137.0
Textile,Standard,Small,9.4,1.24,95.8,0.133,137.8,281.7,3165.0
Leatherwork,Economy,Small,2.9,9.82,76.3,0.729,71.8,252.0,921.0
BambooCane,Economy,Medium,4.8,2.72,60.1,0.776,129.8,120.0,874.0
Pottery,Standard,Small,23.1,2.72,70.7,0.586,99.0,96.6,3816.0
Painting,Standard,Medium,9.8,1.25,92.1,0.652,96.3,287.5,1645.0
Textile,Economy,Small,5.9,6.59,84.7,0.799,102.5,196.0,1462.0
Woodwork,Standard,Small,8.7,3.49,57.8,0.51,110.2,322.0,1960.0
Textile,Standard,Medium,4.4,1.27,97.4,0.798,92.4,402.5,1311.0
Woodwork,Economy,Small,7.1,5.05,65.6,0.353,92.1,224.0,1620.0
Painting,Premium,Large,12.3,7.75,57.4,0.433,109.2,720.0,3898.0
Pottery,Economy,Large,18.7,6.32,64.8,0.186,60.1,153.6,2876.0
Pottery,Economy,Medium,8.6,6.88,61.4,0.372,143.4,96.0,2649.0
Textile,Economy,Medium,3.8,4.99,67.7,0.818,68.2,280.0,748.0
Metalware,Economy,Medium,17.9,7.9,60.9,0.764,93.7,400.0,3222.0
Textile,Standard,Small,6.0,1.8,66.0,0.852,142.6,281.7,1400.0
Metalware,Standard,Large,4.6,4.5,57.2,0.809,109.7,920.0,2056.0
Jewelry,Economy,Medium,10.1,4.61,69.0,0.342,78.4,480.0,2179.0
Jewelry,Standard,Medium,5.9,3.98,86.7,0.443,132.2,690.0,2646.0
Woodwork,Standard,Medium,9.8,1.72,98.8,0.557,66.3,460.0,1876.0
Pottery,Economy,Small,7.8,6.08,80.7,0.76,89.0,67.2,1326.0
Woodwork,Economy,Large,18.0,6.39,79.1,0.614,115.3,512.0,5194.0
Pottery,Economy,Large,12.1,2.89,96.7,0.662,96.1,153.6,1941.0
BambooCane,Standard,Medium,4.7,5.26,80.0,0.277,97.4,172.5,1448.0
Painting,Premium,Medium,1.7,6.9,55.0,0.398,134.7,450.0,1268.0
Metalware,Premium,Medium,29.1,1.34,82.1,0.144,70.0,900.0,5147.0
Pottery,Standard,Medium,16.9,4.8,40.1,0.743,110.4,138.0,2721.0
Leatherwork,Economy,Medium,7.0,6.5,65.9,0.11,70.8,360.0,1855.0
Jewelry,Standard,Medium,3.7,5.64,64.8,0.25,92.6,690.0,2011.0
Pottery,Economy,Small,12.3,2.27,86.6,0.326,106.9,67.2,2299.0
Metalware,Premium,Medium,4.1,3.84,97.6,0.2,106.8,900.0,2980.0
Jewelry,Economy,Medium,5.2,9.02,65.5,0.95,109.4,480.0,1897.0
Painting,Economy,Small,4.8,3.64,74.8,0.741,73.8,140.0,673.0
Leatherwork,Standard,Large,14.8,3.83,62.7,0.437,85.0,828.0,3862.0
Painting,Standard,Medium,10.2,1.02,65.1,0.291,140.2,287.5,2392.0
Pottery,Premium,Large,5.5,3.5,77.3,0.83,80.3,345.6,1116.0
Textile,Standard,Medium,9.7,4.65,54.1,0.28,86.6,402.5,2255.0
Metalware,Premium,Small,8.4,7.52,78.4,0.778,122.8,630.0,3417.0
Jewelry,Premium,Medium,11.5,6.26,100.0,0.852,76.4,1080.0,3091.0
Woodwork,Standard,Small,11.0,2.81,71.7,0.406,71.1,322.0,1853.0
Textile,Standard,Large,5.6,3.28,62.8,0.749,129.4,644.0,1916.0
Jewelry,Economy,Medium,8.0,4.94,73.0,0.463,104.7,480.0,2680.0
Woodwork,Standard,Medium,10.3,0.5,74.3,0.341,99.6,460.0,2125.0
Woodwork,Standard,Large,23.5,5.04,57.9,0.829,78.2,736.0,3477.0
Metalware,Economy,Small,12.2,2.65,68.3,0.393,117.2,280.0,2882.0
Textile,Economy,Medium,12.5,1.83,64.0,0.569,148.4,280.0,2859.0
Woodwork,Standard,Large,4.7,3.94,82.4,0.28,108.9,736.0,2091.0
Pottery,Economy,Medium,10.6,5.82,90.6,0.749,138.9,96.0,2884.0
Leatherwork,Premium,Medium,14.3,4.37,70.7,0.337,100.2,810.0,3937.0
BambooCane,Economy,Small,17.1,2.38,55.7,0.379,148.6,84.0,3856.0
Pottery,Economy,Small,3.6,5.94,70.9,0.222,143.7,67.2,1187.0
Woodwork,Economy,Medium,16.9,7.18,98.5,0.164,74.4,320.0,4011.0
Leatherwork,Premium,Small,19.7,7.94,57.6,0.381,108.2,567.0,6014.0
BambooCane,Standard,Medium,10.0,3.16,77.8,0.253,119.0,172.5,2477.0
Painting,Standard,Medium,22.7,3.02,44.2,0.726,76.8,287.5,2293.0
Textile,Standard,Small,1.4,1.78,56.4,0.614,125.4,281.7,565.0
Metalware,Economy,Medium,7.6,2.85,98.4,0.635,70.9,400.0,1567.0
Pottery,Economy,Large,11.8,3.76,72.7,0.521,123.8,153.6,2707.0
Leatherwork,Standard,Small,9.9,4.55,77.5,0.567,108.4,362.2,2540.0
Leatherwork,Premium,Small,8.1,5.51,78.9,0.584,73.8,567.0,2181.0
Leatherwork,Economy,Medium,7.4,7.2,56.5,0.493,93.7,360.0,1867.0
Textile,Standard,Large,8.5,4.53,97.9,0.395,79.0,644.0,2835.0
Jewelry,Economy,Medium,17.6,5.0,61.3,0.496,120.8,480.0,5244.0
Jewelry,Standard,Medium,7.4,3.4,54.1,0.39,84.0,690.0,2036.0
Leatherwork,Economy,Small,10.5,5.13,84.3,0.46,93.5,252.0,2269.0
Leatherwork,Premium,Medium,10.5,3.76,71.6,0.559,87.0,810.0,3223.0
Painting,Standard,Medium,15.1,5.41,41.8,0.673,108.2,287.5,2842.0
Leatherwork,Standard,Small,7.5,5.09,77.6,0.849,98.0,362.2,1910.0
Pottery,Economy,Medium,21.3,1.83,60.3,0.547,136.4,96.0,3854.0
BambooCane,Economy,Medium,7.7,3.88,91.7,0.548,98.4,120.0,1554.0
Metalware,Standard,Small,10.9,3.94,55.2,0.311,80.0,402.5,2250.0
Jewelry,Standard,Medium,7.6,2.49,82.4,0.651,99.4,690.0,2045.0
Pottery,Premium,Large,5.8,1.33,51.3,0.719,60.8,345.6,713.0
BambooCane,Premium,Small,6.1,4.23,45.4,0.05,105.9,189.0,1562.0
Woodwork,Premium,Large,6.5,4.39,82.8,0.941,92.2,1152.0,2329.0
Pottery,Premium,Small,4.6,5.29,86.3,0.128,118.3,151.2,1217.0
Leatherwork,Standard,Small,6.7,2.85,75.8,0.851,73.3,362.2,1178.0
Pottery,Standard,Small,6.6,3.27,98.3,0.485,141.6,96.6,1866.0
Jewelry,Premium,Small,4.7,5.54,57.3,0.103,119.7,756.0,2085.0
Jewelry,Standard,Small,3.6,4.7,42.7,0.451,132.6,483.0,1451.0
Textile,Economy,Medium,3.0,1.23,62.7,0.838,65.0,280.0,543.0
Textile,Economy,Small,12.5,4.11,49.1,0.454,63.6,196.0,1514.0
Metalware,Standard,Medium,15.3,1.83,82.0,0.497,95.5,575.0,3479.0
Pottery,Standard,Small,7.5,6.5,72.2,0.721,102.8,96.6,1561.0
Woodwork,Premium,Small,3.7,7.68,86.2,0.561,70.1,504.0,1750.0
Leatherwork,Standard,Medium,4.0,2.53,76.7,0.794,115.3,517.5,1211.0
BambooCane,Standard,Large,6.1,5.47,87.6,0.474,114.1,276.0,2127.0
Metalware,Standard,Small,7.8,6.63,56.4,0.171,137.1,402.5,3138.0
Painting,Standard,Medium,8.9,8.98,72.7,0.201,76.3,287.5,2688.0
Metalware,Premium,Medium,19.6,1.44,65.4,0.37,132.4,900.0,4688.0
Textile,Economy,Small,15.6,7.31,73.1,0.484,100.9,196.0,3515.0
Textile,Standard,Medium,4.5,7.34,78.6,0.541,79.4,402.5,1680.0
Pottery,Premium,Medium,4.9,0.86,75.6,0.334,68.3,216.0,757.0
Pottery,Premium,Large,5.7,3.77,59.8,0.277,113.4,345.6,1711.0
Jewelry,Standard,Medium,1.6,2.74,80.9,0.627,84.1,690.0,1382.0
Jewelry,Economy,Small,7.5,4.68,74.2,0.418,145.0,336.0,2881.0
Textile,Standard,Small,13.9,9.76,48.8,0.493,132.8,281.7,4408.0
Leatherwork,Economy,Medium,3.0,3.06,72.8,0.349,92.6,360.0,1220.0
Jewelry,Economy,Medium,10.6,5.2,81.6,0.628,143.7,480.0,3908.0
BambooCane,Premium,Small,10.3,4.38,65.9,0.374,135.8,189.0,2660.0
Textile,Economy,Medium,1.0,5.47,90.8,0.107,125.7,280.0,964.0
Pottery,Standard,Large,7.2,3.7,37.8,0.399,107.5,220.8,1191.0
Woodwork,Economy,Large,8.9,3.51,58.8,0.723,116.4,512.0,2320.0
BambooCane,Economy,Small,8.9,7.09,46.0,0.38,94.9,84.0,1834.0
BambooCane,Economy,Small,8.8,1.6,54.8,0.145,69.5,84.0,1230.0
Jewelry,Standard,Large,13.4,5.33,89.2,0.499,82.3,1104.0,4622.0
Jewelry,Standard,Medium,6.0,6.58,91.9,0.48,76.9,690.0,2757.0
Painting,Economy,Medium,6.8,6.53,84.8,0.864,72.2,200.0,1350.0
Jewelry,Standard,Large,11.3,2.62,72.0,0.53,126.9,1104.0,2825.0
Painting,Premium,Medium,5.3,4.1,81.1,0.715,74.7,450.0,1417.0
Metalware,Premium,Medium,3.0,7.73,56.1,0.527,101.8,900.0,2232.0
BambooCane,Standard,Medium,13.2,0.82,76.8,0.224,91.9,172.5,2192.0
Jewelry,Economy,Small,10.5,1.66,84.6,0.604,116.4,336.0,2034.0
Metalware,Economy,Medium,19.0,3.36,43.1,0.242,82.9,400.0,2910.0
BambooCane,Economy,Large,10.9,2.77,94.3,0.275,118.3,192.0,2767.0
Painting,Premium,Medium,4.9,5.24,60.5,0.06,129.1,450.0,2061.0
Pottery,Premium,Medium,3.2,5.46,88.1,0.841,63.8,216.0,619.0
Jewelry,Standard,Small,4.9,4.02,99.7,0.704,64.5,483.0,1421.0
Leatherwork,Economy,Medium,7.3,4.13,64.7,0.124,124.8,360.0,2707.0
Pottery,Economy,Small,5.0,5.78,70.4,0.325,112.3,67.2,1362.0
Painting,Standard,Large,5.0,4.09,47.7,0.391,88.0,460.0,1286.0
Jewelry,Standard,Small,9.7,2.36,97.7,0.234,107.1,483.0,2767.0
Textile,Economy,Medium,6.1,9.01,69.0,0.891,124.1,280.0,1879.0
Painting,Economy,Medium,14.5,0.99,81.0,0.671,75.2,200.0,1871.0
Jewelry,Economy,Small,9.7,2.7,91.8,0.905,141.5,336.0,2502.0
Metalware,Standard,Medium,12.3,5.51,100.0,0.589,142.4,575.0,4157.0
BambooCane,Standard,Small,14.3,2.87,93.5,0.077,97.1,120.7,2677.0
BambooCane,Economy,Small,5.8,3.33,98.9,0.699,67.1,84.0,797.0
Metalware,Economy,Large,18.6,4.11,63.5,0.583,74.8,640.0,3200.0
BambooCane,Premium,Medium,12.3,5.28,77.5,0.641,99.4,270.0,2223.0
BambooCane,Economy,Large,15.5,8.01,91.0,0.599,93.6,192.0,4007.0
BambooCane,Standard,Medium,6.5,3.81,45.9,0.53,105.4,172.5,1355.0
Pottery,Standard,Medium,8.6,2.92,50.7,0.11,72.3,138.0,1061.0
Jewelry,Economy,Medium,7.1,3.99,85.7,0.607,129.7,480.0,2160.0
BambooCane,Standard,Medium,8.5,2.55,46.4,0.622,114.4,172.5,1472.0
Pottery,Economy,Medium,12.0,3.15,86.6,0.685,106.5,96.0,2213.0
Leatherwork,Economy,Medium,15.4,2.33,87.9,0.694,69.2,360.0,2054.0
Woodwork,Standard,Large,5.5,5.61,71.8,0.681,126.5,736.0,2414.0
Leatherwork,Standard,Medium,1.6,5.14,66.4,0.087,126.9,517.5,1578.0
BambooCane,Premium,Small,4.2,4.03,69.6,0.372,95.6,189.0,1100.0
Jewelry,Economy,Medium,7.9,2.54,59.8,0.068,102.3,480.0,2480.0
Jewelry,Standard,Medium,13.1,2.56,74.6,0.501,125.8,690.0,3616.0
Pottery,Economy,Medium,10.2,3.36,70.4,0.656,65.1,96.0,1213.0
Woodwork,Premium,Medium,2.8,4.99,94.8,0.669,143.6,720.0,1945.0
BambooCane,Standard,Small,9.7,6.31,83.1,0.387,105.7,120.7,2183.0
Pottery,Standard,Small,3.4,5.96,65.5,0.601,105.5,96.6,820.0
Textile,Economy,Medium,16.3,4.44,57.7,0.87,68.4,280.0,1828.0
Textile,Standard,Small,5.1,2.51,63.7,0.209,100.2,281.7,1289.0
Metalware,Economy,Medium,10.3,3.69,59.4,0.452,124.5,400.0,2654.0
Metalware,Premium,Medium,8.9,6.57,73.1,0.475,116.7,900.0,3695.0
Jewelry,Premium,Medium,4.7,5.6,67.0,0.668,106.7,1080.0,2665.0
Metalware,Standard,Medium,12.2,2.26,90.8,0.601,143.4,575.0,3416.0
Textile,Economy,Medium,1.0,2.17,84.8,0.539,113.3,280.0,615.0
BambooCane,Economy,Large,9.5,6.84,94.3,0.45,86.6,192.0,2037.0
Woodwork,Economy,Medium,4.6,4.63,64.7,0.404,113.7,320.0,1426.0
Leatherwork,Standard,Small,2.4,2.47,75.0,0.486,101.9,362.2,996.0
BambooCane,Economy,Small,7.2,1.96,71.4,0.411,140.1,84.0,1634.0
Jewelry,Economy,Small,6.9,3.4,61.8,0.738,108.7,336.0,1597.0
Jewelry,Standard,Medium,2.3,2.48,99.7,0.898,79.6,690.0,1414.0
Painting,Premium,Medium,12.1,3.1,72.2,0.066,116.4,450.0,3237.0
Metalware,Economy,Medium,3.8,6.34,73.0,0.745,79.8,400.0,1135.0
Jewelry,Standard,Large,7.4,6.89,77.8,0.421,113.5,1104.0,4117.0
Painting,Premium,Medium,19.5,4.44,100.0,0.608,117.9,450.0,5266.0
Jewelry,Standard,Small,6.4,5.51,80.2,0.452,83.4,483.0,2201.0
Jewelry,Standard,Large,15.8,2.98,87.1,0.574,100.6,1104.0,4282.0
Woodwork,Economy,Small,5.6,4.58,54.8,0.157,80.2,224.0,1187.0
Pottery,Premium,Large,13.2,4.07,45.1,0.553,65.2,345.6,1570.0
BambooCane,Standard,Medium,22.5,3.21,58.0,0.79,106.3,172.5,3429.0
Leatherwork,Standard,Small,9.5,5.25,87.3,0.07,147.9,362.2,4589.0
BambooCane,Economy,Medium,14.4,4.4,66.0,0.701,127.8,120.0,3174.0
Leatherwork,Economy,Small,3.6,4.52,79.4,0.553,114.0,252.0,1018.0
Painting,Economy,Medium,4.0,2.18,67.0,0.393,133.0,200.0,1299.0
Pottery,Standard,Medium,26.8,2.19,63.2,0.853,70.2,138.0,2290.0
BambooCane,Standard,Small,12.3,3.03,64.6,0.509,101.0,120.7,1855.0
Jewelry,Economy,Large,17.3,5.51,70.8,0.722,139.7,768.0,5389.0
Textile,Economy,Medium,8.1,3.09,56.0,0.437,106.2,280.0,1646.0
Pottery,Economy,Small,6.7,0.8,74.2,0.459,89.7,67.2,839.0
Painting,Economy,Medium,7.4,4.11,49.9,0.555,82.1,200.0,1190.0
Leatherwork,Economy,Small,1.5,1.2,74.8,0.59,119.6,252.0,570.0
Pottery,Economy,Medium,17.8,2.6,73.5,0.716,127.9,96.0,3498.0
Painting,Premium,Small,7.2,1.99,61.5,0.825,68.0,315.0,1019.0
Woodwork,Premium,Medium,5.7,2.88,65.3,0.269,131.9,720.0,2399.0
Woodwork,Economy,Large,3.1,2.45,84.9,0.155,84.1,512.0,1459.0
BambooCane,Premium,Medium,12.8,1.07,86.0,0.628,85.3,270.0,1954.0
Textile,Economy,Medium,4.1,7.59,58.4,0.224,130.2,280.0,1728.0
Painting,Economy,Large,7.2,6.37,76.2,0.477,138.3,320.0,2651.0
Painting,Premium,Large,8.2,3.5,72.2,0.75,91.3,720.0,2234.0
Jewelry,Economy,Medium,11.4,5.03,82.9,0.495,96.9,480.0,3233.0
Woodwork,Premium,Medium,6.9,0.5,64.1,0.599,75.2,720.0,1336.0
Metalware,Economy,Medium,18.2,7.3,78.7,0.625,113.0,400.0,4747.0
Metalware,Premium,Small,5.3,4.71,100.0,0.398,118.4,630.0,2746.0
Textile,Economy,Medium,8.9,8.13,66.2,0.592,117.1,280.0,2372.0
Leatherwork,Standard,Medium,2.2,8.58,72.2,0.321,68.8,517.5,1587.0
Woodwork,Economy,Medium,18.9,2.78,85.6,0.585,117.0,320.0,4112.0
